scrip_code,symbol
542774,MUFIN
542773,IIFLCAPS
542772,360ONE
542771,NOVATEOR
542770,ALPHALOGIC
542760,SWSOLAR
542759,SPANDANA
542758,PVTBANIETF
542752,AFFLE
542747,SNXT50BEES
542730,BANKIETF
542729,DCMNVL
542728,SKIEL
542727,CPML
542726,INDIAMART
542725,SBC
542721,ARL
542694,PARSHVA
542685,DGCONTENT
542684,PPL
542682,HARISH
542679,DEL
542678,CHCL
542670,AEPL
542669,BMW
542668,EVANS
542666,GKP
542665,NEOGEN
542655,VIKASLIFE
542654,VRFILMS
542652,POLYCAB
542651,KPITTECH
542650,METROPOLIS
542649,RVNL
542628,NSL
542627,CHANDNIMACH
542602,EMBASSY
542599,ROOPSHRI
542597,MSTCLTD
542592,HBEL
542580,AARTECH
542579,AGOL
542544,JYOTIN
542543,ENERGYINF
542524,AIHL
542513,SNXT50BETA
542503,MAHIP
542484,ARVINDFASN
542477,GLAAMUP
542460,ANUP
542459,KRANTI
542446,JONJUA
542437,ANMOL
542399,CHALET
542383,RITCO
542376,SPACAPS
542367,XELPMOC
542351,GLOSTERLTD
542337,SPENCERS
542333,RPSGVENT
542332,HIKLASS
542323,KPIGREEN
542285,AXITA
542248,DECCAN
542233,TREJHARA
542232,SRD
542231,NILASPACES
542230,ABSLNN50ET
542216,DALBHARAT
542206,NIVAKA
542176,ARYAN
542155,DGL
542146,SKIFL
542145,RONI
542141,TECHNOE
542131,NIFTYETF
542123,PHOSPHATE
542066,ATGL
542057,BCPL
542046,VIVIDM
542034,SMGOLD
542025,SUNRETAIL
542020,AKI
542019,SHUBHAM
542013,DOLFIN
542012,A1L
542011,GRSE
541988,AAVAS
541983,INNOVATIVE
541974,MANORAMA
541973,MACH
541972,SETFSN50
541967,SKYGOLD
541956,IRCON
541945,RANJEET
541929,SGIL
541890,SPACEINCUBA
541865,ASRL
541809,NEXT50IETF
541799,SMEL
541778,DEEP
541771,AMINTAN
541770,CREDITACC
541741,FRATELLI
541735,VIVANTA
541729,HDFCAMC
541703,RACONTEUR
541702,ASHNI
541701,SUPERSHAKT
541634,RAWEDGE
541633,STRAEXPO
541627,GUJWIND
541601,RAJNISH
541578,VARROC
541557,FINEORG
541556,RITES
541546,GAYAHWS
541540,SOLARA
541503,UNICK
541450,ADANIGREEN
541445,WAA
541444,PALMJEWELS
541418,NGIL
541403,DOLLAR
541402,AFFORDABLE
541400,ZIMLAB
541358,UCIL
541353,INNOVATORS
541352,MEGASTAR
541347,PARVATI
541338,UHZAVERI
541337,MILEFUR
541336,INDOSTAR
541313,BSE500IETF
541304,INDOUS
541303,AKSHAR
541302,DHRUV
541301,ORIENTELEC
541300,INTERISE
541299,DLCL
541276,HARDWYN
541269,CHEMFAB
541233,LEMONTREE
541228,TRL
541206,OBCL
541196,LEX
541195,MIDHANI
541178,BENARA
541167,YASHO
541163,SANDHAR
541154,HAL
541153,BANDHANBNK
541152,GOYALALUM
541144,ACTIVE
541143,BDL
541133,ACFL
541112,SHREESHAY
541096,BPLPHARMA
541083,INFLAME
541019,HGINFRA
541006,ANGEL
541005,KANCOTEA
540980,YSL
540975,ASTERDM
540961,SHIVAMILLS
540956,BHATIA
540954,IWP
540953,KENVI
540952,LAL
540938,GUJHYSPIN
540937,MEDICO
540936,GGL
540935,GALAXYSURF
540923,ASHOKAMET
540914,SRUSTEELS
540904,TIRUFOAM
540902,AMBER
540901,PRAXIS
540900,NEWGEN
540879,APOLLO
540874,7SEASL
540850,JFL
540843,RITHWIKFMS
540829,CHANDRIMA
540824,ASTRON
540821,CRYSTAL
540811,DML
540809,MRCAGRO
540797,SHALBY
540796,RATNABHUMI
540795,DYCL
540789,DNAMEDIA
540788,ASPIRA
540787,ICICIB22
540786,SHARIKA
540782,SBRANDS
540777,HDFCLIFE
540776,5PAISA
540775,KHADIM
540774,IFGLEXPOR
540769,NIACL
540768,MAHLOG
540767,NAM-INDIA
540762,TIINDIA
540757,SCPL
540756,KAARYAFSL
540755,GICRE
540750,IEX
540749,MASFIN
540743,GODREJAGRO
540738,STL
540737,SGRL
540735,IRIS
540730,MEHAI
540729,VANTABIO
540728,SAYAJIIND
540727,POOJA
540726,TTFL
540725,SHAREINDIA
540724,DIAMONDYD
540719,SBILIFE
540718,AAYUSHBULL
540717,PQIF
540716,ICICIGI
540710,CAPACITE
540709,RHFL
540704,MATRIMONY
540703,PROCLB
540702,LASA
540701,DCAL
540700,BRNL
540699,DIXON
540696,KCDGROUP
540694,ANG
540693,SHISHIND
540692,APEX
540691,ABCAPITAL
540686,SMRUTHIORG
540681,CHOTHANI
540680,KIOCL
540679,HALEOSLABS
540678,COCHINSHIP
540673,SIS
540669,NEXT50BETA
540654,GSTL
540652,CTCL
540651,JIGAR
540650,MAGADSUGAR
540649,AVADHSUGAR
540648,PALASHSECU
540647,GANGESSECU
540642,SALASAR
540615,7NR
540614,GGENG
540613,GEL
540612,LOWVOLIETF
540611,AUBANK
540602,GTPL
540597,CONTAINER
540596,ERIS
540595,TEJASNET
540590,RIDDHICORP
540575,STARCEMENT
540570,VARIMAN
540565,INDIGRID
540550,YUG
540545,GKL
540544,PSPPROJECT
540530,HUDCO
540526,IRBINVIT
540519,MEERA
540515,KANUNGO
540497,SCHAND
540492,STARLENT
540481,CLFL
540468,KMSMEDI
540467,PARMSILK
540455,ESCORP
540425,SHANKARA
540416,OCTAWARE
540405,OCEANIC
540404,PRIMEFRESH
540403,CLEDUCATE
540402,MANAS
540401,MAXIMUS
540396,MANOMAY
540395,CHEMCRUX
540393,SMLT
540386,ONTIC
540377,IFL
540376,DMART
540366,RADIOCITY
540361,DANUBE
540360,LLFICL
540359,PARMAX
540358,RMC
540332,TANVI
540318,SUERYAAKNI
540311,JITFINFRA
540293,PRICOLLTD
540270,RAIDEEPIND
540269,SKL
540268,TRU
540267,FLORACORP
540266,GLCL
540259,SHANGAR
540254,MTPL
540252,VSL
540243,NEWLIGHT
540222,LAURUSLABS
540221,SHASHANK
540212,TCIEXP
540210,HEADSUP
540205,AVL
540204,EIKO
540203,SFL
540199,CMBL
540198,OSIAJEE
540192,LKPSEC
540190,FRANKLININD
540189,UPROTECH
540181,SALEM
540180,VBL
540175,REGENCY
540174,SOUTHERNIN
540173,PNBHOUSING
540168,SUPRAPFSL
540159,PURPLE
540154,IDFSENSEXE
540153,ENDURANCE
540151,DIKSAT
540150,MHEL
540148,BINDALEXPO
540147,SHASHIJIT
540146,ACML
540145,VALIANTORG
540144,DRA
540143,SAGARSOFT
540136,HPL
540135,ARCFIN
540134,IISL
540133,ICICIPRULI
540132,SIIL
540125,RADHIKAJWE
540124,GNA
540115,LTTS
540097,GAMCO
540083,TVVISION
540082,RSTL
540080,DHATRE
540079,SPRAYKING
540078,MITSU
540073,BLS
540072,SHIVAEXPO
540066,AMS
540065,RBLBANK
540063,ECS
540062,GOLDENCREST
540061,BIGBLOC
540048,SPAL
540047,DBL
540026,LAHL
540025,ADVENZYMES
540023,COLORCHIPS
540008,BSLSENETFG
540006,EASTWEST
540005,LTM
539997,KPL
539992,LLOYDSENGG
539991,CFEL
539986,COMSYN
539985,TITAANIUM
539983,SIDH
539980,MIDSELIETF
539979,DIGJAMLMTD
539978,QUESS
539963,ZEAL
539957,MGL
539956,TAALTECH
539946,BAZELINTER
539945,NV20IETF
539939,YASHCHEM
539938,MIL
539927,LIKHAMI
539922,RGIL
539921,SEIL
539917,NAGAFERT
539911,SNIM
539900,DIDL
539895,SPICELOUNG
539894,MADHAVIPL
539889,PARAGMILK
539884,DARSHANORNA
539883,PILANIINVS
539876,CROMPTON
539875,RSDFIN
539872,BAJAJHCARE
539871,THYROCARE
539864,GHUSHINE
539854,HALDER
539843,NINSYS
539841,LANCER
539839,FRANKLIN
539837,RPEL
539835,SUPERIOR
539834,BALGOPAL
539819,MUDRA
539814,LELAVOIR
539807,CCAVENUE
539800,CHDCHEM
539799,BHARATWIRE
539798,UMIYA
539788,KDML
539787,HCG
539785,PDMJEPAPER
539784,LICNFNHGP
539773,ADVIKCA
539770,DARJEELING
539767,MNIL
539762,MEAPL
539761,VKAL
539760,RELICAB
539730,FREDUN
539725,GOKULAGRO
539724,HYPERSOFT
539697,HILIKS
539692,IFINSER
539691,RGCORP
539686,KPEL
539683,SHIVKAMAL
539682,MOBAVENUE
539681,DAL
539680,GANGAPHARM
539679,KAPILRAJ
539678,QUICKHEAL
539673,RCL
539669,RGF
539662,BFLAFL
539661,ACEMEN
539660,BESTAGRO
539659,KAMATS
539658,TEAMLEASE
539636,PRECAM
539620,KEIL
539607,BLUECLOUDS
539599,KEL
539598,CGFL
539596,DELTA
539594,MISHTANN
539593,SHIVA
539562,AARNAV
539560,ABHIJIT
539559,DEEPAI
539552,FMEC
539551,NH
539546,AGRIBIO
539545,APOORVA
539544,ABHIINFRA
539543,VALLEY
539542,LUXIND
539533,ELITECON
539528,AAYUSH
539527,CREATIVE
539526,SCTL
539524,LALPATHLAB
539523,ALKEM
539522,GROVY
539521,NAVIGANT
539519,SATTVASUKU
539518,UDAYJEW
539517,HDFCSENSEX
539516,HDFCNIFTY
539515,QUINT
539506,ADCON
539495,RAJKOTINV
539494,SMARTFIN
539492,GARBIFIN
539488,TFLL
539487,LICNETFSEN
539480,LICNETFN50
539479,GTV
539470,SHREEGANES
539469,PANORAMA
539468,TFSL
539455,ARYAVAN
539450,SHK
539449,IGCIL
539448,INDIGO
539437,IDFCFIRSTB
539436,COFFEEDAY
539435,RFSL
539434,BRIPORT
539428,TEJNAKSH
539409,NEERAJ
539408,KUBERJI
539407,GENCON
539406,SWAGTAM
539405,DITCO
539404,SATIN
539402,NAKSH
539401,PJL
539400,MALLCOM
539399,BELLACASA
539398,VISHALBL
539393,KCL
539391,ACME
539383,MAHAVEER
539359,PRITIKAUTO
539354,POLYSPIN
539353,SALAUTO
539352,PBFL
539346,SADBHIN
539337,WAAREE
539336,GUJGASLTD
539335,CALLISTA
539334,SHREEPUSHK
539332,NAVKARCORP
539331,VETO
539314,UNIAUTO
539313,NIFTYBETA
539312,SENSEXBETA
539310,THINKINK
539309,RAMASTEEL
539302,POWERMECH
539301,ARVSMART
539300,SUNRAKSHAK
539290,OSWALGREEN
539289,AURUM
539288,AVI
539287,ORTINGLOBE
539278,SYMBIOX
539277,ALSTONE
539276,KAYA
539275,MSL
539273,PECOS
539268,SYNGENE
539267,SAMSRITA
539265,AMRAFIN
539255,STARDELTA
539254,ADANIENSOL
539253,SURYAINDIA
539252,SHYAMCENT
539251,BALKRISHNA
539230,CHEMIESYNT
539228,GGPL
539227,LOYAL
539226,RUDRA
539222,GROWINGTON
539221,SPORTKING
539220,MISHKA
539219,MUL
539218,SAUMYA
539217,SRESTHA
539216,GARMNTMNTR
539206,GVBL
539201,SATIA
539200,NOBPOL
539199,SGFIN
539196,AEL
539195,POEL
539190,DFL
539189,ADHBHUTIN
539177,AIIL
539176,HAWAENG
539175,BLUEGOD
539174,HELPAGE
539167,VLL
539151,ARFIN
539150,PNCINFRA
539149,ICSL
539148,SHIVALIK
539143,PANTH
539141,UFO
539132,WARDWIZFBL
539126,MEP
539124,SARVOTTAM
539123,VBIND
539122,BODHTREE
539121,PALCO
539120,GRAMEVA
539119,JAINMARMO
539118,VRLLOG
539117,SUJALA
539116,OPCHAINS
539115,ALANSCOTT
539113,PML
539112,SAB
539111,SHESHAINDS
539110,NORTHLINK
539099,ATHCON
539098,FILTRA
539097,URSUGAR
539091,CCDL
539090,RAJPUTANA
539083,INOXWIND
539056,IMAGICAA
539046,MANAKCOAT
539045,MANAKALUCO
539044,MANAKSTEEL
539042,AGIIL
539041,GANVERSE
539040,TIRUPATIIN
539031,SETFBSE100
539026,SSPNFIN
539018,BEEKAY
539017,STARHFL
539016,NEIL
539015,ORTEL
539014,KALPACOMME
539013,GITARENEW
539012,MEGRISOFT
539011,CHENFERRO
539006,PTCIL
539005,JAYATMA
538993,PUROHITCON
538992,SAPL
538987,TALBROSENG
538979,GREENLAM
538975,SHREESEC
538970,WARDINMOBI
538965,CONCORD
538964,MERCURYLAB
538962,MINDACORP
538961,GENUSPAPER
538952,ALFL
538943,SONAL
538942,MERCANTILE
538935,ABHIFIN
538928,KARNAVATI
538926,NAPL
538923,SOFCOM
538922,COSYN
538921,RAFL
538920,VINCOFE
538919,SKILVEN
538918,VANICOM
538902,DTIL
538896,KANCHI
538895,MIHIKA
538894,OCTAL
538891,MCLOUD
538890,MKEXIM
538882,EMERALD
538881,GALADAFIN
538875,SELLWIN
538874,NEXUSSURGL
538868,CSL
538863,AMARNATH
538862,MYMONEY
538860,PANAFIC
538857,SCC
538838,ICL
538837,JSTL
538836,MONTECARLO
538835,INTELLECT
538834,JMJFIN
538833,KAIZENAGRO
538817,CAPPIPES
538795,SAPPL
538794,JETSOLAR
538788,GILADAFINS
538787,GBFL
538778,KALYANCAP
538777,ASIACAP
538772,NIYOGIN
538770,CRANEINFRA
538765,JSHL
538743,MUDUNURU
538742,PANABYTE
538734,CEINSYS
538732,VGCL
538731,HANMAN
538730,PDSL
538716,ARYACAPM
538715,DHABRIYA
538714,SANGAMFIN
538713,ATISHAY
538708,ETIL
538707,RCCL
538706,ULTRACAB
538685,SHEMAROO
538683,SENSEXBEES
538674,CITYONLINE
538668,MIIL
538667,SIROHIA
538666,SHARDACROP
538652,HCLTD
538647,PURSHOTTAM
538646,QGO
538635,SNOWMAN
538634,VRL
538633,NCAPBUILBG
538632,NCAPBUILBD
538631,NCAPBULBDG
538630,NCAPBULBDD
538611,RTFL
538610,UNISON
538609,GAJANANSEC
538607,TOYAMSL
538598,VISHAL
538597,TTIENT
538596,CEMAINFRA
538594,NCAPBUILAG
538593,NCAPBUILAD
538592,NCAPBULADG
538591,NCAPBULADD
538579,ZINEMA
538576,BHANDERI
538569,TRIVENIENT
538568,FRUTION
538567,GULFOILLUB
538565,VISTARAMAR
538564,JAMESWARREN
538563,SMTEL
538562,SKIPPER
538556,ARMAN
538546,BRPL
538540,RLFL
538539,ANVRDHI
538521,YAANENT
538520,SBL
538496,TARINI
538476,CTL
538465,AMARSEC
538464,TPROJECT
538451,WORTH
538446,MONEYBOXX
538422,JACKSON
538401,METSL
538395,NAM
538382,WESTLEIRES
538365,INCREDIBLE
538351,AFEL
538319,GCMCAPI
538273,RESPONSINF
538268,WONDERLA
538212,SHARPINV
538119,RNBDENIMS
538092,VASUPRADA
538081,HARIAAPL
538057,CPSEETF
537985,INFRONICS
537840,RAUNAQ
537839,HBGHOTELS
537820,VIJIFIN
537800,MANGIND
537785,RACE
537784,KCSL
537766,BCP
537750,KIRANVYPAR
537709,HANSUGAR
537708,NIFTY1
537707,LADDU
537669,LAXMIPATI
537582,UNISHIRE
537573,POLYMAC
537536,DENISCHEM
537483,NIF100BEES
537326,CHEMTECH
537292,AGRITECH
537291,NATHBIOGEN
537259,SUYOG
537253,SUNLOC
537069,ARNOLD
537008,NIF100IETF
537007,NIFTYIETF
536974,CPL
536960,MOM100
536846,YURANUS
536773,JPOLYINVST
536738,STELLAR
536737,ACFSL
536710,SRGFFL
536709,INDRENEW
536672,VCU
536659,PVVINFRA
536565,NOVELIX
536507,FLFL
536493,JKAGRI
536264,TIGERLOGS
536073,JULIEN
535958,ESSENTIA
535917,GCMCOMM
535916,ALSL
535910,MMLF
535789,SAMMAANCAP
535755,ABFRL
535754,ORIENTCEM
535730,KHOOBSURAT
535719,AMPVOLTS
535693,BRAHMINFRA
535667,IFINSEC
535657,OONE
535648,JUSTDIAL
535647,SDC
535621,SVGLOBAL
535620,BINNYMILLS
535602,SHARDAMOTR
535601,SREEL
535566,KIFS
535514,PRIMECAPM
535458,NIBL
535431,GCMSECU
535387,LAKHOTIA
535322,REPCOHOME
535279,BMAL
535276,SBISENSEX
535267,COMFINCAP
535205,MYSTICELE
535204,MUKTA
535136,NIBE
534976,VMART
534920,COVIDH
534816,INDUSTOWER
534809,PCJEWELLER
534804,CARERATING
534796,CDG
534755,TRIOMERC
534748,STEELXIND
534742,ZUARI
534741,VIRTUALG
534733,AERPACE
534732,CASPIAN
534708,SHANTIGURU
534691,COMCL
534680,SRGHFL
534675,PROZONER
534674,DUCON
534659,JOINTECAED
534639,VINAYAKPOL
534623,JUPITERIN
534618,WAAREERTL
534615,NECCLTD
534612,AMTL
534600,JTLIND
534598,SAMPANN
534597,RTNINDIA
534532,LYPSAGEMS
534425,SPECIALITY
534422,LOOKS
534392,VSSL
534369,TBZ
534338,MAXHEIGHTS
534328,HEXATRADEX
534312,MTEDUCARE
534309,NBCC
534190,OLPCL
534139,SCHNEIDER
534109,PYXISFIN
534091,MCX
534076,RHIM
534064,AIML
534063,FUTSOL
534060,PMCFIN
533982,TERASOFT
533941,THOMASCOTT
533896,FERVENTSYN
533761,GPTINFRA
533758,APLAPOLLO
533704,ESSARSHPNG
533676,INDOTHAI
533655,TRITURBINE
533644,UEL
533638,FLEXITUFF
533632,ONELIFECAP
533629,TIJARIA
533608,RDBRL
533602,LESHAIND
533581,PGEL
533576,VASWANI
533573,APLLTD
533553,TDPOWERSYS
533552,RUPA
533543,BROOKS
533540,TREEHOUSE
533520,IBULLSLTD
533519,LTF
533506,INVENTURE
533482,KRIDHANINF
533477,ENKEIWHEL
533470,RUSHIL
533452,DELPHIFX
533451,KARMAENG
533427,VMS
533407,TRUEGREEN
533398,MUTHOOTFIN
533344,PFS
533343,LOVABLE
533339,ZENTEC
533336,DHUNINV
533333,FCL
533329,INDTERRAIN
533326,TEXRAIL
533316,STEL
533315,INOVSYNTH
533306,SUMMITSEC
533303,BFINVEST
533302,KICL
533301,SHEKHAWATI
533298,SURANASOL
533296,FMNL
533295,PSB
533294,RKDL
533293,KIRLOSENG
533292,A2ZINFRA
533289,KTIL
533287,ZEELEARN
533286,MOIL
533285,RDBIPL
533284,RPPINFRA
533282,GRAVITA
533278,COALINDIA
533275,SHAH
533274,PRESTIGE
533273,OBEROIRLTY
533272,JWL
533271,ASHOKA
533270,BEDMUTHA
533269,WABAG
533268,SEATV
533267,CANTABIL
533263,GREENPOWER
533262,RAMKY
533260,CPCAP
533259,HEALTHX
533257,WAAREEINDO
533252,WELINV
533248,GPPL
533239,PRAKASHSTL
533229,BAJAJCON
533227,AHLEAST
533221,AHLWEST
533218,EMAMIREAL
533217,HMVL
533212,GKB
533210,KRITINUT
533208,EMAMIPAP
533206,SJVN
533203,TARAPUR
533202,SATCH
533193,KECL
533192,KCPSUGIND
533181,ISFT
533179,PERSISTENT
533177,IL&FSTRANS
533170,TAMBOLIIN
533169,MANINFRA
533168,ROSSELLIND
533167,COROENGG
533166,SUNDARAM
533164,TEXMOPIPES
533162,HATHWAY
533161,EMMBI
533160,DBREALTY
533158,THANGAMAYL
533156,VASCONEQ
533155,JUBLFOOD
533152,MBLINFRA
533151,DBCORP
533150,GODREJPROP
533149,YUNIKM
533148,JSWENERGY
533146,DLINKINDIA
533138,ASTEC
533137,DEN
533122,RTNPOWER
533121,EXPLEOSOL
533110,SPSL
533108,BTTL
533107,SWANDEF
533106,OIL
533104,GLOBUSSPR
533101,SURYAAMBA
533100,PEIL
533098,NHPC
533096,ADANIPOWER
533095,BENGALASM
533093,ROML
533090,LANDSMILL
533088,MHRIL
533080,MOLDTKPAC
533056,VEDAVAAG
533048,TPHQ
533047,IMFA
533033,ISGEC
533029,ALKALI
533023,ZFCVINDIA
533022,20MICRONS
533019,SIMPLXPAP
533014,SICAGEN
533012,LPDC
533007,LGBFORGE
533001,SOMICONVEY
532998,LOTUSEYE
532994,ARCHIDPLY
532993,SEJALLTD
532992,CHLLTD
532989,BAFNAPH
532986,NIRAJ
532985,SENSEX1
532983,RPGLIFE
532980,GOKUL
532978,BAJAJFINSV
532977,BAJAJ-AUTO
532976,JAIBALAJI
532975,TELOGICA
532974,BIRLAMONEY
532967,KIRIINDUS
532966,TITAGARH
532957,GOKAKTEX
532955,RECLTD
532953,VGUARD
532952,NAHARCAP
532951,GSS
532947,IRB
532946,BANG
532945,SEPC
532944,ONMOBILE
532942,KNRCON
532941,CORDSCABLE
532940,JKIL
532939,RPOWER
532937,KUANTUM
532935,ARIES
532934,PPAP
532933,PORWAL
532932,MANAKSIA
532930,BGRENERGY
532929,BRIGADE
532928,TARIL
532927,ECLERX
532926,JYOTHYLAB
532925,KAUSHALYA
532924,KOLTEPATIL
532923,RGL
532922,EDELWEISS
532921,ADANIPORTS
532918,RATHIBAR
532916,BVCL
532915,RELIGARE
532911,PARLEIND
532907,IL&FSENGG
532906,MAANALU
532904,SUPREMEINF
532902,CCCL
532900,PAISALO
532899,KSCL
532898,POWERGRID
532896,MAGNUM
532895,NAGREEKCAP
532894,INDOWIND
532893,VTMLTD
532892,MOTILALOFS
532891,PURVA
532890,TAKE
532889,KPRMILL
532888,ASIANTILES
532886,SELMC
532885,CENTRALBK
532884,REFEX
532880,OMAXE
532879,SSLEL
532878,ALPA
532875,ADSL
532873,HDIL
532872,SPARC
532870,ANKITMETAL
532869,TARMAT
532868,DLF
532867,V2RETAIL
532864,NELCAST
532859,HGS
532856,TIMETECHNO
532855,HARYNACAP
532853,ASAHISONG
532851,INSECTICID
532850,MICEL
532848,DELTACORP
532847,HILTON
532845,TGBHOTELS
532843,FORTIS
532842,SRHHYPOLTD
532841,SAHYADRI
532839,DISHTV
532835,ICRA
532834,CAMLINFINE
532832,EMBDL
532830,ASTRAL
532829,LEHAR
532828,AMDIND
532827,PAGEIND
532826,RAJTV
532825,JAGJANANI
532822,IDEA
532820,ELAND
532817,ORIENTALTL
532815,SMSPHARMA
532814,INDIANB
532812,TFL
532811,AHLUCONT
532810,PFC
532809,FSL
532808,PGIL
532807,CINELINE
532806,AICHAMP
532805,REDINGTON
532804,TIIL
532801,CTE
532799,HUBTOWN
532798,NETWORK18
532797,AUTOIND
532796,LUMAXTECH
532795,SITINET
532794,ZEEMEDIA
532790,TANLA
532785,RUCHIRA
532784,SOBHA
532783,LTFOODS
532782,SUTLEJTEX
532780,PARSVNATH
532779,TORNTPOWER
532777,NAUKRI
532776,SHIVAMAUTO
532775,GTLINFRA
532774,INSPIRISYS
532773,GLOBALVECT
532772,DCBBANK
532771,JHS
532768,FIEMIND
532767,GAYAPROJ
532764,GEECEE
532762,ACE
532761,HGM
532759,ATLANTAA
532757,VOLTAMP
532756,CIEINDIA
532755,TECHM
532754,GMRAIRPORT
532749,ALLCARGO
532748,PFOCUS
532744,GTNTEX
532742,PAUSHAKLTD
532741,KAMDHENU
532740,LOKESHMACH
532738,TICL
532737,EMKAY
532735,RSYSTEMS
532734,GPIL
532733,SUNTV
532732,KKCL
532730,SGL
532729,UTTAMSUGAR
532728,MALUPAPER
532726,GALLANTT
532725,SOLARINDS
532723,MPDL
532722,NITCO
532721,VISASTEEL
532720,M&MFIN
532719,BLKASHYAP
532717,INDOTECH
532716,GILLANDERS
532714,KEC
532713,SAKUMA
532712,RCOM
532710,SADBHAV
532708,GVKPIL
532707,DYNPRO
532705,JAGRAN
532701,CELLA
532700,ENIL
532699,ROHLTD
532698,NITINSPIN
532695,CELEBRITY
532694,ASMS
532689,PVRINOX
532687,REPRO
532686,KERNEX
532684,EKC
532683,AIAENG
532676,PBAINFRA
532674,BASML
532673,KMSUGAR
532670,RENUKA
532668,AURIONPRO
532667,SUZLON
532666,FCSSOFT
532663,SASKEN
532662,HTMEDIA
532661,RML
532660,VIVIMEDLAB
532656,FACORALL
532654,MCLEODRUSS
532652,KTKBANK
532651,SPLIL
532650,MSPL
532649,NECLIFE
532648,YESBANK
532645,BEEYU
532644,JKCEMENT
532642,JSWHL
532641,NDL
532640,CYBERMEDIA
532638,SHOPERSTOP
532637,MANGALAM
532636,IIFL
532633,ALLDIGI
532630,GOKEX
532628,3IINFOLTD
532627,JPPOWER
532626,POCL
532624,JINDALPHOT
532621,MORARJEE
532616,XCHANGING
532614,IMPEXFERRO
532613,VIPCLOTHNG
532612,INDOCO
532610,DWARKESH
532605,JBMA
532604,SALSTEEL
532555,NTPC
532553,WELENT
532548,CENTURYPLY
532543,GULFPETRO
532541,COFORGE
532540,TCS
532539,UNOMINDA
532538,ULTRACEMCO
532531,STAR
532529,NDTV
532528,DATAMATICS
532527,RKFORGE
532525,MAHABANK
532524,PTC
532523,BIOCON
532522,PETRONET
532521,PALREDTEC
532515,TVTODAY
532514,IGL
532513,TVSELECT
532509,SUPRAJIT
