scrip_code,symbol
519574,HINDUST
519566,SIMRAN
519552,HERITGFOOD
519532,ASIANTNE
519528,NORBTEAEXP
519506,NCCBLUE
519500,BKV
519494,NKIND
519483,TAIIND
519479,OMEAG
519477,CIANAGRO
519475,CHORDIA
519471,AMBARPIL
519463,IBINFO
519457,VIRATCRA
519421,KSE
519415,KMGMILK
519413,DATIWARE
519397,SHINDL
519383,ANIKINDS
519367,TRANSFD
519359,POONADAL
519331,VSFPROJ
519307,VIKASWSP
519299,PRIMIND
519295,BAMBINO
519287,MODAIRY
519285,TARAI
519279,MADHURIND
519262,PRIMAGR
519260,SANWARIA
519238,SPTRSHI
519234,SIEL
519230,KISAAN
519224,WILLAMAGOR
519216,AJANTSOY
519214,WILLIMFI
519191,RGRL
519183,ADFFOODS
519174,ASHAI
519156,VADILALIND
519152,VADILENT
519136,NAHARINDUS
519126,HNDFDS
519105,AVTNPL
519097,RITESHIN
519091,TASTYBITE
519014,PRSNTIN
519003,MODINATUR
518091,APCL
518075,SURAJ
518053,SRICC
518011,KEERTHI
517569,KEI
517562,TRIGYN
517556,PVP
517554,NHCFOODS
517546,ALFATRAN
517544,CENTUM
517536,ONWARDTEC
517530,SURANAT&P
517522,RAJRATAN
517514,DHINDIA
517506,TTKPRESTIG
517500,ROTO
517498,WEBELSOLAR
517494,ACCEL
517477,ELNET
517467,MARSONS
517449,MAGNAELQ
517447,RSSOFTWARE
517437,DUTRON
517431,NARMP
517429,ATHENAGLO
517421,BUTTERFLY
517417,PATELSAI
517415,LEENEE
517411,SHYAMTEL
517399,VXLINSTR
517397,PANELEC
517393,REGANTO
517385,SYMPHONY
517380,IGARASHI
517372,GUJINTRX
517370,INCAP
517360,SBECSYS
517356,ACIIN
517354,HAVELLS
517344,MINDTECK
517336,MODMA
517334,MOTHERSON
517320,MAGNUS
517300,GIPCL
517288,GUJARATPOLY
517286,RNITAI
517273,S&SPOWER
517271,HBLENGINE
517264,FINELINE
517258,PRECISIO
517246,BCCFUBA
517238,DYNAVSN
517236,CALCOM
517214,DIGISPICE
517206,LUMAXIND
517201,SWITCHTE
517174,HONAUT
517172,PERVASIVE
517170,EDVENSWA
517168,SUBROS
517166,SPELS
517146,USHAMART
517119,PCS
517096,APLAB
517077,INDAGIV
517063,JETKINGQ
517059,SALZERELEC
517044,IDM
517041,ADOR
517035,RIR
517015,VINDHYATEL
516110,FAMILYCARE
516108,STHINPA
516106,SHKARTP
516098,VENTURA
516096,SANPA
516092,3PLAND
516082,NRAIL
516078,JUMBO
516072,VISHNU
516064,ARROWGREEN
516062,NATPLY
516038,KSSMART
516032,TAHMARENT
516030,PAKKA
516022,STARPAPER
516020,AGIOPAPER
516016,SHREYANIND
516003,DUROPLY
515147,HALDYNGL
515093,MADHAV
515085,RESTILE
515059,MADHUDIN
515055,ANANTRAJ
515043,SEKURITIND
515037,MURUDCERA
515030,ASAHIINDIA
515018,REGENCERAM
515008,MODINSU
514470,WINSOMTX
514454,SOUTLAT
514450,MHLXMIRU
514448,JYOTIRES
514442,SRIKPRIND
514440,BPAGRI
514428,HINDADH
514418,MANORG
514414,OXFORDIN
514412,SARUPINDUS
514402,ECOHOTELS
514400,GARWSYN
514386,GUJCOTEX
514378,YARNSYN
514360,KRRAIL
514358,EVERFIN
514354,PREMIERPOL
514348,WINSOME
514336,CCME
514332,NEOINFRA
514330,ONEGLOBAL
514326,PATSPINLTD
514324,OMNITEX
514322,KAMADGIRI
514318,JATTAINDUS
514316,RAGHUSYN
514312,JAIHIND
514302,VIPPYSP
514300,PIONEEREMB
514286,ASHIMASYN
514280,SANTETX
514274,VGL
514272,BHILSPIN
514266,ZENIFIB
514264,SEASONST
514260,SURBHIN
514248,SRECR
514240,KUSHIND
514238,MKVENTURES
514236,TTLEL
514234,SANGAMIND
514223,RAMGOPOLY
514211,SUMEETINDS
514197,STCORP
514183,BLACKROSE
514175,VARDMNPOLY
514171,CEETAIN
514167,GANECOS
514165,INDIANACRY
514162,WELSPUNLIV
514142,TTL
514138,SURYALA
514113,ADINATH
514087,PBMPOLY
514060,NEWTRAC
514045,BSL
514043,HIMATSEIDE
514036,LOYALTEX
514030,DEEPAKSP
514028,RAJKSYN
514010,RUDRAECO
513729,AROGRANITE
513721,MFSINTRCRP
513713,WHITEORG
513709,SHILGRAVQ
513699,SOLIDSTON
513693,KAJARIR
513687,SPECTRA
513683,NLCINDIA
513642,AXELPOLY
513629,TULSYAN
513599,HINDCOPPER
513575,STERPOW
513566,NOVIS
513554,MAHASTEEL
513548,SHRDAIS
513544,MSCTC
513540,TNSTLTU
513536,GNRL
513532,PRADPME
513528,GLITTEKG
513519,PITTIENG
513517,STEELCAS
513513,ADITYA
513511,PANCHMAHQ
513509,KALYANIFRG
513507,GUJCONT
513502,BAROEXT
513498,SOUTHMG
513496,SIZEMASTER
513488,SSWRL
513472,SIMPLEXCAS
513460,MAHALXSE
513456,KANSHST
513452,ELANGO
513436,SHAHALLOYS
513430,MAITRI
513422,BLOIN
513418,SMFIL
513397,VALLABHSQ
513377,MMTC
513375,CARBORUNIV
513369,KVFORGE
513361,INDIAHOMES
513353,COCHINM
513349,AJMERA
513337,GUJTLRM
513307,BELDING
513303,MDRNSTL
513295,IMEC
513269,MANINDS
513262,SSWL
513252,JAYUSH
513250,JYOTISTRUC
513228,PENIND
513173,STLSTRINF
513149,ACROW
513121,ORICONENT
513117,AMFORG
513108,GANDHITUBE
513097,SBCL
513063,TRANSFRE
513059,GSAUTO
513043,REMIEDEL
513039,ZHINUDYP
513023,NAVA
513012,ZJEETMAC
513005,CHROME
512634,SAVERA
512626,ORBTEXP
512624,REGENTRP
512618,RLF
512608,BHANDARI
512604,HARIAEXPO
512600,ASTALLTD
512599,ADANIENT
512597,KEYFINSERV
512595,MANBRO
512591,PULSRIN
512589,SITAENT
512587,ZODJRDMKJ
512573,AVANTIFEED
512565,NEELKANTH
512559,KOHINOOR
512553,ZENITHEXPO
512531,STCINDIA
512529,VIYASH
512527,SUPER
512519,DONEAR
512517,VINVANI
512511,VARUNME
512505,MEENST
512499,SHALPRO
512493,GARNETINT
512489,OASISEC
512485,DHANCOT
512479,VIRYA
512477,BETXIND
512463,LLOYDSENT
512461,PUNCTRD
512455,LLOYDSME
512453,SHRJAGP
512445,DEVITRD
512443,GANONPRO
512441,ENBETRD
512439,ESQRMON
512437,APOLLOFI
512433,ASUTENT
512431,WHITHAL
512425,NIRAVCOM
512415,MERCTRD
512408,UNIWSEC
512404,BENGALS
512399,SERA
512393,SHARDUL
512381,STARTECK
512379,CRSL
512377,MAGANTR
512367,ZSHERAPR
512361,CUPIDALBV
512345,LEXGLOBAL
512344,ARAVALIS
512329,SGMART
512303,ZMANSOON
512301,CHMBBRW
512297,SHANTAI
512296,BHAGYANGR
512291,ZSPEEDCO
512277,AUTOINT
512271,TASHIND
512267,MMWL
512265,AVONMERC
512261,BAJGLOB
512257,SVARTCORP
512247,ASHCAP
512245,ZNIVITRD
512237,JAICORPLTD
512229,VERITAS
512221,SPVGLOBAL
512217,PRISMMEDI
512213,CLASELE
512197,SILVERO
512195,BENTCOM
512179,SUNTECK
512175,VAMA
512165,ABANSENT
512161,SECURKLOUD
512157,TERRAREAL
512153,MLINDLTD
512149,AVANCE
512147,KAJALSY
512131,SIGIND
512117,TWIROST
512115,ROSEMER
512109,AVIVA
512103,NIDHGRN
512101,TRIPR
512099,EY
512097,SAICOM
512093,CRANESSOFT
512091,GDIL
512070,UPL
512068,DECNGOLD
512065,MRUTR
512064,VISVEN
512063,WARDHEALTH
512062,ZSANMCOM
512060,SHYAM
512048,DHANSAFAL
512047,ROYALIND
512038,TCC
512036,SKYBIOTECH
512026,VEGA
512025,ASGARD
512022,WINROC
512020,ZSARACOM
512018,TTGIL
512014,SOBME
512008,EFCIL
512004,ZNILKENG
511768,MASTERTR
511766,MUTHOOTCAP
511764,AASTAFIN
511758,MANSIFIN
511756,ABIRAFN
511754,SAHLIBHFI
511742,UGROCAP
511740,RFL
511738,MEHSECU
511728,KZLFIN
511726,VIPULLTD
511724,BAIDFIN
511716,INVIGO
511714,NIMBSPROJ
511712,RELICTEC
511710,CUBIFIN
511702,YOGI
511700,STANCAP
511696,CHRTEDCA
511692,AJCON
511676,GICHSGFIN
511672,SCANSTL
511664,BGIL
511658,NETTLINX
511654,SUGALDAM
511636,DJSSS
511632,OLYMTFI
511630,SAMBHAAV
511628,FEDDERSHOL
511626,RRFIN
511611,DCMFINSERV
511609,ISLCONSUL
511605,ARIHANTCAP
511601,YASHMGM
511593,LIBORDFIN
511589,AVONMORE
511585,BEFOUNDMOL
511577,MANTRA
511571,CRESCENTIS
511563,SANCF
511559,TEAMGTY
511557,PROFINC
511551,MONARCH
511549,MORARKFI
511543,GSBFIN
511539,SUPRATRE
511535,NDASEC
511533,SAHARAHOUS
511525,PANINDIAC
511523,VEERHEALTH
511509,VIVOBIOT
511507,USHAKIRA
511505,CAPTRUST
511501,BHARAT
511493,SHRYDUS
511473,INDBANK
511463,ALEXANDER
511451,DHARFIN
511447,SYLPH
511441,GUJCRED
511431,VAKRANGEE
511413,CREST
511411,SHRISTI
511401,MCLTD
511391,INTRGLB
511377,MEHIF
511359,ADMANUM
511355,INDCEMCAP
511333,VLSFINANCE
511260,ICONIKSPEV
511254,SAGARSYST
511246,BOMTALKIES
511243,CHOLAFIN
511218,SHRIRAMFIN
511208,IVC
511200,MUNCAPM
511196,CANFINHOME
511194,ICDSLTD
511187,MILLENNIUM
511185,RAJVI
511176,PARSHWANA
511169,RKDAGRRTL
511153,ANJANIFOODS
511147,WSFX
511131,KAMANWALA
511122,1STCUS
511116,QUADRANT
511110,VBDESAI
511108,SHIVATEX
511096,TVOLCON
511092,JMDVL
511076,AEROENTER
511074,EASYFIN
511066,SAKTHIFIN
511060,JUMBFNL
511048,KUSUMEL
511038,ZARCOLEA
511034,JINDRILL
511018,ZMILGFIN
511016,PREMCAP
511012,YAMNINV
511000,MADHUSE
510245,SWASTIVI
509966,VSTIND
509960,UPHOT
509953,TRADWIN
509945,THACKER
509930,SUPREMEIND
509917,TECHCON
509910,ZSOUTGAS
509895,HINDMILL
509887,SINNAR
509874,SHALPAINTS
509870,SHAHCON
509845,RJSHAH
509835,PREMSYN
509820,HUHTAMAKI
509782,OSEASPR
509762,MAPROIN
509760,MODRNSH
509732,KOTIC
509715,JAYSREETEA
509709,INTLCONV
509692,INDIANCARD
509675,BIRLANU
509650,ZHINDHSG
509635,HINDCOMPOS
509631,HEG
509597,HARDCAS
509567,GOACARBON
509563,GARWAMAR
509557,GARFIBRES
509546,GRAVISSHO
509525,EMPIND
509496,CEMPRO
509488,GRAPHITE
509486,CAPRIHANS
509480,BERGEPAINT
509472,CRAVATEX
509470,BOMOXY-B1
509449,BHAGWOX
509438,BENARAS
509423,SEL
509243,TVSSRICHAK
509220,PTL
509196,MMRUBBR-B
509162,INDAG
509152,GRPLTD
509079,GUFICBIO
509073,HATHWAYB
509069,INFOMEDIA
509055,VISAKAIND
509053,BANASFN
509051,INDINFO
509048,LANCORHOL
509046,TRILIANCE
509040,NETLINK
509038,VOLLF
509026,VJTFEDU
509024,GOLDLEG
509020,RUCHINFRA
509015,THAKRAL
509009,AUSOMENT
509003,TRANOCE
508993,KEDIACN
508989,NAVNETEDUL
508980,FRONTCAP
508969,SULABEN
508961,SHRICON
508956,HBLEAS
508954,FINKURVE
508941,PANCARBON
508933,AYMSYNTEX
508922,MSRINDIA
508918,IRONWOOD
508906,EVERESTIND
508905,NEXOME
508875,NITINCAST
508869,APOLLOHOSP
508867,NEWMKTAVE
508814,COSMOFIRST
508807,ISTLTD
508670,NEAGI
508664,BESTEAST
508571,COCHMAL
508494,WARRENTEA
508486,HAWKINCOOK
508136,BNALTD
507998,SIMMOND
507987,JPTRLES
507984,DESIFARMS
507981,JINDHOT
507970,PARMCOS-B
507968,JOLYPLS
507966,RASRESOR
507962,FYNX
507960,GUJHOTE
507952,SHIKHARLETR
507948,KEYCORP
507946,KIDUJA
507944,BAJAJST
507938,MNPLFIN
507917,EASTBUILD
507912,GYFTR
507910,FIBERWEB
507880,VIPIND
507878,UNITECH
507872,ASHNOOR
507864,PIONRINV
507852,ADDIND
507836,MCCHRLS-B
507833,COMPUPN
507828,ANSALHSG
507817,WIREFABR
507815,GILLETTE
507813,NOL
507808,UNTTEMI
507794,KHAICHEM
507789,JAGSNPHARM
507785,TAINWALCHM
507779,KANPRPLA
507759,LIMECHM
507753,TGVSL
507747,TTKHLTCARE
507717,DHANUKA
507690,ORIBEVER
507685,WIPRO
507663,SIGNGCL
507645,POLSON
507621,MLKFOOD
507609,OLYOI
507598,KLRFM
507580,IVP
507552,FOODSIN
507543,CORAGRO
507530,THAKKERS
507526,ASALCBR
507515,CJGEL
507514,SDBL
507498,PICCASUG
507490,RANASUG
507488,GMBREW
507486,CAPRO
507474,KFBL
507438,IFBAGRO
507410,WALCHANNAG
507315,SAKHTISUG
507300,RAVALSUGAR
507265,EMERALL
507205,TI
507180,KESARENT
507155,JAGAJITIND
506981,BLUECHIPT
506979,APTPACK
506975,RAJSPTR
506947,ADVPETR-B
506945,IGLFXPL-B
506943,JBCHEPHARM
506935,CONTCHM
506919,MAKERSL
506906,SCBL
506879,GUJTHEM
506863,SWADEIN
506858,GUJPETR
506854,TANFACIND
506852,PRIMO
506820,ASTRAZEN
506808,TUTIALKA
506767,ALKYLAMINE
506734,MYSORPETRO
506690,UNICHEMLAB
506687,TRANSPEK
506685,ULTRAMAR
506680,TECILCHEM
506655,SUDARSCHEM
506642,SADHNANIQ
506640,ZR2
506618,PUNJABCHEM
506605,POLYCHEM
506597,AMAL
506590,PCBL
506580,PBGLOBAL
506579,AGVENTURES
506543,MPAGI
506532,NITTAGELA
506530,KEMP
506528,KELENRG
506525,KANORICHEM
506520,JAYCH
506480,GOCLCORP
506414,FERMENTA
506405,DMCC
506401,DEEPAKNTR
506395,COROMANDEL
506390,SUDARCOLOR
506373,CITURGIA
506365,STARSOURCE
506285,BAYERCROP
506261,MODISONLTD
506260,ANUHPHR
506248,AMNPLST
506235,ALEMBICLTD
506222,STYRENIX
506197,BLISSGVS
506196,VIKSHEN
506194,ARIHANTSUP
506190,ZSARVAMA
506186,GSLTD
506184,KANANIIND
506180,EMERGENT
506178,VELOX
506166,APIS
506162,TERRAFORM
506161,ISHWATR
506146,VIVIDHA
506134,GOURMET
506128,PARNAXLAB
506122,VOLKAI
506120,ALNATRD
506109,GENESYS
506105,STANROS
506079,LAKPRE
506076,GRINDWELL
506074,ARSHIYA
506042,ZPRBHSTE
506022,PRAKASH
506003,SUDAI
505978,TRITONV
505893,HINDHARD
505890,KENNAMET
505872,WPIL
505854,TRF
505850,MANCREDIT
505840,JAIPAN
505827,SNL
505807,ROLCOEN
505800,RANEHOLDIN
505790,SCHAEFFLER
505750,JOSTS
505744,FMGOETZE
505737,INTLCOMBQ
505729,SINGERIND
505726,IFBIND
505725,ALGOQUANT
505720,HERCULES
505714,GABRIEL
505712,HIMTEK
505710,GRAUWEIL
505700,ELECON
505693,LATIMMETAL
505690,BRADYM
505688,BHARATGEAR
505685,TAPARIA
505681,BIMETAL
505650,SKYLMILAR
505594,MULTIIN
505590,SVPGLOB
505585,ZKOVALIN
505537,ZEEL
505533,WESTLIFE
505526,DOLATALGO
505523,MAHACORP
505520,ZHEMHOLD
505515,SHYMINV
505509,RESPONIND
505504,GHVINFRA
505502,PSITINFRA
505412,WENDT
505400,TEXINFRA
505368,SEMAC
505358,INTEGRAEN
505355,NESCO
505343,MONOT
505336,HARSHILAGR
505324,MANUGRAPH
505302,LAKSHMIEW
505299,KPT
505285,TULIVE
505283,KIRLPNU
505255,GMMPFAUDLR
505250,GGDPROP
505242,DYNAMATECH
505232,VELJAN
505216,ALFREDHE
505212,JAINEX
505200,EICHERMOT
505196,TIL
505192,SMLMAH
505163,ZFSTEERING
505160,TALBROAUTO
505100,INRADIA
505075,SETCO
505036,ACGL
505032,AUTOPRD
505029,ATLASCYCLE
505010,AUTOAXLES
504998,WMINIMT
504988,ZWELCAST
504973,CHOLAHLDNG
504959,STOVACQ
504918,SANDUMA
504908,DUNCANENG
504903,RATHIST
504882,NATIONSTD
504879,ORIENTCER
504840,KAIRA
504810,INFORTEC
504786,INVPRECQ
504746,INLCM
504741,INDIANHUME
504731,AZADIND
504697,GALADA
504648,BOMBWIR
504646,BGWTATO
504614,SARDAEN
504605,UNIABEXAL
504397,GANHOLD
504392,KRISHNA
504380,FLOMIC
504378,NYSSACORP
504375,IDREAM
504370,ZARDIINV
504369,GRANDMA
504365,RIDHISYN
504356,ZMULTIPU
504351,EMPOWER
504341,RELTD
504340,LONGSPUR
504286,DELTAMAGNT
504273,MODULEX
504258,LAKSELEC
504240,DLTNCBL
504220,WSI
504212,UNIVCABLES
504180,STDBAT
504176,HIGHENE
504132,PERMAGN
504112,NELCO
504093,PANAENERG
504092,INDOKEM
504084,KAYCEEI
504080,JSLINDL
504076,JYOTI
504067,ZENSARTECH
504058,NIPPOBATRY
504036,HIRECT
504028,GEE
504000,ELPROINTL
503960,BBL
503893,ZSATYASL
503863,SHRMFGC
503837,SHRAJSYNQ
503816,SWADPOL
503811,SIYSIL
503806,SRF
503804,SHRIDINE
503776,MODIPON
503772,MODWOOL
503722,BANSWRAS
503696,SHRENTI
503689,HEALINV
503685,MEDIAONE
503681,ELCIDIN
503675,WAGEND
503671,UNIJOLL
503663,TILAK
503657,VEERENRGY
503641,ZODIACVEN
503639,APOLLOIN
503635,SALSAIN
503626,MANGLAM
503624,ZSVARAJT
503622,ZSVTRADI
503349,VICTMILL
503310,SWANCORP
503229,SIMPLXREA
503169,RUBYMILLS
503162,RELCHEMQ
503127,RAJABAH
503101,MARATHON
503100,PHOENIXLTD
503092,PASUSPG
503031,PENINLAND
502986,VTL
502958,LAKSHMIMIL
502937,KESORAMIND
502933,KATRSPG
502901,JAMSHRI
502893,UNITEDINT
502873,HPCOTTON
502865,FORBESCO
502850,ZGAEKWAR
502820,DCM
502589,VAPIENTER
502587,NATHIND
502450,SESHAPAPER
502448,ROLLT
502445,CITADEL
502420,ORIENTPPR
502355,BALKRISIND
502330,ANDHRAPAP
502294,NILACHAL
502281,TRIVENIGQ
502250,LERTHAI
502219,BORORENEW
502180,SHREDIGCEM
502175,SAURASHCEM
502168,NCLIND
502157,MANGLMCEM
502137,DECCANCE
502090,SAGCEM
502015,ASIIL
501945,DHENUBUILD
501848,GARWAOFFS
501833,CHOWGULSTM
501831,COASTCORP
501700,INDIANVSH
501630,ANANDPROJ
501622,AMALGAM
501479,SFTL
501477,MULLER
501455,GREAVESCOT
501430,BOMBCYC
501425,BBTC
501423,SHAILY
501421,TECHNVISN
501391,WHBRADY
501386,EENTER
501370,WALCHPF
501351,RAPIDIN
501343,MOTOGENFIN
501314,PRISMX
501311,JAYBHCR
501301,TATAINVEST
501298,INDPRUD
501295,IITL
501270,ANTARIKSH
501242,TCIFINANCE
501151,KARTKIN
501150,CENTRUM
501148,DSINVEST
501111,ZGOLDINV
501110,SUNRINV
500940,FINPIPE
500890,MODIRUBBER
500878,CEATLTD
500877,APOLLOTYRE
500875,ITC
500870,CASTROLIND
500850,INDHOTEL
500840,EIHOTEL
500830,COLPAL
500825,BRITANNIA
500820,ASIANPAINT
500800,TATACONSUM
500790,NESTLEIND
500780,ZUARIIND
500777,TNPETRO
500770,TATACHEM
500730,NOCIL
500710,JSWDULUX
500696,HINDUNILVR
500690,GSFC
500680,PFIZER
500674,SANOFI
500672,NOVARTIND
500670,GNFC
500660,GLAXO
500655,GRWRHITECH
500650,EXCELINDUS
500645,DEEPAKFERT
500620,GESHIP
500575,VOLTAS
500570,TMPV
500550,SIEMENS
500547,BPCL
500540,PREMIER
500530,BOSCHLTD
500520,M&M
500510,LT
500500,HINDMOTORS
500495,ESCORTS
500493,BHARATFORG
500490,BAJAJHLDNG
500488,ABBOTINDIA
500483,TATACOMM
500480,CUMMINSIND
500477,ASHOKLEY
500472,SKFINDIA
500470,TATASTEEL
500469,FEDERALBNK
500467,HARRMALAYA
500464,UCAL
500463,BBOX
500460,MUKANDLTD
500459,PGHH
500458,TEAM24
500456,PASUPTAC
500450,MPILCORPL
500449,HOCL
500444,WSTCSTPAPR
500440,HINDALCO
500439,VHL
500429,UNIENTER
500426,UTLINDS
500425,AMBUJACEM
500422,TRANSCHEM
500421,TPINDIA
500420,TORNTPHARM
500418,TOKYOPLAST
500414,TIMEX
500413,THOMASCOOK
500412,TIRUMALCHM
500411,THERMAX
500410,ACC
500408,TATAELXSI
500407,SWARAJENG
500405,SPLPETRO
500404,SUNFLAG
500403,SUNDRMFAST
500402,SPMLINFRA
500400,TATAPOWER
500389,SILVERLINE
500388,SKPMIL
500387,SHREECEM
500380,JKLAKSHMI
500378,JINDALSAW
500371,SAMTELIN
500370,SALORAINTL
500368,PATANJALI
500367,RUBFILA
500365,WELSPLSOL
500360,RAPICUT
500357,RAMAPPR-B
500356,RAMANEWS
500355,RALLIS
500354,RAJSREESUG
500350,RSWM
500346,PUNJCOMMU
500343,AMJLAND
500342,PRUDMOULI
500339,RAIN
500338,PRSMJOHNSN
500337,PRIMESECU
500336,SURYAROSNI
500335,BIRLACORPN
500333,PIXTRANS
500331,PIDILITIND
500330,RAYMOND
500327,PILITA
500325,RELIANCE
500322,PANCM
500319,INDSUCR
500317,OSWALAGRO
500314,ORIENTHOT
500313,OILCOUNTUB
500312,ONGC
500307,NIRLON
500306,JAYKAY
500304,NIITLTD
500300,GRASIM
500298,NAPEROL
500296,NAHARSPING
500295,VEDL
500294,NCC
500292,HEIDELBERG
500290,MRF
500288,MOREPENLAB
500285,SPICEJET
500284,LORDSCHLO
500282,MODTHREAD
500280,CENTENKA
500279,MIRCELECTR
500277,MIDINDIA
500271,MFSL
500270,BARODARY
500268,MANALIPETC
500267,MAJESAUT
500266,MAHSCOOTER
500265,MAHSEAMLES
500264,MAFATIND
500262,HYBRIDFIN
500260,RAMCOCEM
500259,LYKALABS
500257,LUPIN
500253,LICHSGFIN
500252,LMW
500251,TRENT
500250,LGBBROSLTD
500249,KSB
500248,KRIFILIND
500247,KOTAKBANK
500246,ENVAIREL
500245,KIRLFER
500243,KIRLOSIND
500241,KIRLOSBROS
500240,KINETICENG
500239,KGDENIM
500238,WHIRLPOOL
500235,KSL
500234,KAKATCEM
500233,KAJARIACER
500228,JSWSTEEL
500227,JINDALPOLY
500220,JASCH
500219,JISLJALEQS
500215,SUNDROP
500214,IONEXCHANG
500213,ITHL
500210,INGERRAND
500209,INFY
500207,INDORAMA
500206,MARGOFIN
500202,INDLEASE
500201,INDIAGLYCO
500199,IGPL
500193,HLVLTD
500192,PRAGBOS
500191,HMT
500189,NDLVENTURE
500188,HINDZINC
500187,AGI
500186,HINDOILEXP
500185,HCC
500184,HSCL
500183,HFCL
500182,HEROMOTOCO
500180,HDFCBANK
500179,HCL-INSYS
500174,GLFL
500173,GFLLIMITED
500171,GHCL
500170,GTNINDS
500168,GOODYEAR
500166,GOODRICKE
500165,KANSAINER
500164,GODREJIND
500163,GODFRYPHLP
500160,GTL
500159,METROGLOBL
500153,GANESHBE
500151,GOLDENTOBC
500150,FOSECOIND
500148,UFLEX
500147,COCKERILL
500144,FINCABLES
500143,PHCAP
500142,FGP
500136,ESTER
500135,EPL
500133,ESABINDIA
500128,ELECTCAST
500126,PGHL
500125,EIDPARRY
500124,DRREDDY
500123,ELANTAS
500120,DIAMINESQ
500119,DHAMPURSUG
500117,DCW
500116,IDBI
500114,TITAN
500113,SAIL
500112,SBIN
500110,CHENNPETRO
500109,MRPL
500108,MTNL
500106,IFCI
500104,HINDPETRO
500103,BHEL
500101,ARVIND
500097,DALMIASUG
500096,DABUR
500093,CGPOWER
500092,CRISIL
500089,DICIND
500087,CIPLA
500086,EXIDEIND
500085,CHAMBLFERT
500084,CESC
500083,CENTEXT
500078,OAL
500074,BPL
500069,QUESTCAP
500068,DISAQ
500067,BLUESTARCO
500060,BIRLACABLE
500058,BIHSPONG
500052,BEPL
500051,BHAGGAS
500049,BEL
500048,BEML
500043,BATAINDIA
500042,BASF
500041,BANARISUG
500040,ABREL
500039,BANCOINDIA
500038,BALRAMCHIN
500034,BAJFINANCE
500033,FORCEMOT
500032,BAJAJHIND
500031,BAJAJELEC
500028,ATVPR
500027,ATUL
500023,ASIANHOTNR
500020,BOMDYEING
500016,ARUNAHTEL
500014,UTIQUE
500013,ANSALAPI
500012,ANDHRAPET
500009,AMBALALSA
500008,ARE&M
500003,AEGISLOG
500002,ABB
